# n  UA  SA  SLU  SLS  DLU  DLS   (operation: Search)
1 1.000000 0.000000 1.000000 1.000000 1.000000 1.000000
2 2.000000 1.000000 2.000000 2.000000 2.000000 2.000000
3 3.000000 1.584963 3.000000 3.000000 3.000000 3.000000
4 4.000000 2.000000 4.000000 4.000000 4.000000 4.000000
5 5.000000 2.321928 5.000000 5.000000 5.000000 5.000000
6 6.000000 2.584963 6.000000 6.000000 6.000000 6.000000
7 7.000000 2.807355 7.000000 7.000000 7.000000 7.000000
8 8.000000 3.000000 8.000000 8.000000 8.000000 8.000000
9 9.000000 3.169925 9.000000 9.000000 9.000000 9.000000
10 10.000000 3.321928 10.000000 10.000000 10.000000 10.000000
11 11.000000 3.459432 11.000000 11.000000 11.000000 11.000000
12 12.000000 3.584963 12.000000 12.000000 12.000000 12.000000
13 13.000000 3.700440 13.000000 13.000000 13.000000 13.000000
14 14.000000 3.807355 14.000000 14.000000 14.000000 14.000000
15 15.000000 3.906891 15.000000 15.000000 15.000000 15.000000
16 16.000000 4.000000 16.000000 16.000000 16.000000 16.000000
17 17.000000 4.087463 17.000000 17.000000 17.000000 17.000000
18 18.000000 4.169925 18.000000 18.000000 18.000000 18.000000
19 19.000000 4.247928 19.000000 19.000000 19.000000 19.000000
20 20.000000 4.321928 20.000000 20.000000 20.000000 20.000000
21 21.000000 4.392317 21.000000 21.000000 21.000000 21.000000
22 22.000000 4.459432 22.000000 22.000000 22.000000 22.000000
23 23.000000 4.523562 23.000000 23.000000 23.000000 23.000000
24 24.000000 4.584963 24.000000 24.000000 24.000000 24.000000
25 25.000000 4.643856 25.000000 25.000000 25.000000 25.000000
26 26.000000 4.700440 26.000000 26.000000 26.000000 26.000000
27 27.000000 4.754888 27.000000 27.000000 27.000000 27.000000
28 28.000000 4.807355 28.000000 28.000000 28.000000 28.000000
29 29.000000 4.857981 29.000000 29.000000 29.000000 29.000000
30 30.000000 4.906891 30.000000 30.000000 30.000000 30.000000
31 31.000000 4.954196 31.000000 31.000000 31.000000 31.000000
32 32.000000 5.000000 32.000000 32.000000 32.000000 32.000000
33 33.000000 5.044394 33.000000 33.000000 33.000000 33.000000
34 34.000000 5.087463 34.000000 34.000000 34.000000 34.000000
35 35.000000 5.129283 35.000000 35.000000 35.000000 35.000000
36 36.000000 5.169925 36.000000 36.000000 36.000000 36.000000
37 37.000000 5.209453 37.000000 37.000000 37.000000 37.000000
38 38.000000 5.247928 38.000000 38.000000 38.000000 38.000000
39 39.000000 5.285402 39.000000 39.000000 39.000000 39.000000
40 40.000000 5.321928 40.000000 40.000000 40.000000 40.000000
41 41.000000 5.357552 41.000000 41.000000 41.000000 41.000000
42 42.000000 5.392317 42.000000 42.000000 42.000000 42.000000
43 43.000000 5.426265 43.000000 43.000000 43.000000 43.000000
44 44.000000 5.459432 44.000000 44.000000 44.000000 44.000000
45 45.000000 5.491853 45.000000 45.000000 45.000000 45.000000
46 46.000000 5.523562 46.000000 46.000000 46.000000 46.000000
47 47.000000 5.554589 47.000000 47.000000 47.000000 47.000000
48 48.000000 5.584963 48.000000 48.000000 48.000000 48.000000
49 49.000000 5.614710 49.000000 49.000000 49.000000 49.000000
50 50.000000 5.643856 50.000000 50.000000 50.000000 50.000000
51 51.000000 5.672425 51.000000 51.000000 51.000000 51.000000
52 52.000000 5.700440 52.000000 52.000000 52.000000 52.000000
53 53.000000 5.727920 53.000000 53.000000 53.000000 53.000000
54 54.000000 5.754888 54.000000 54.000000 54.000000 54.000000
