# n  UA  SA  SLU  SLS  DLU  DLS   (operation: Search)
55 55.000000 5.781360 55.000000 55.000000 55.000000 55.000000
56 56.000000 5.807355 56.000000 56.000000 56.000000 56.000000
57 57.000000 5.832890 57.000000 57.000000 57.000000 57.000000
58 58.000000 5.857981 58.000000 58.000000 58.000000 58.000000
59 59.000000 5.882643 59.000000 59.000000 59.000000 59.000000
60 60.000000 5.906891 60.000000 60.000000 60.000000 60.000000
61 61.000000 5.930737 61.000000 61.000000 61.000000 61.000000
62 62.000000 5.954196 62.000000 62.000000 62.000000 62.000000
63 63.000000 5.977280 63.000000 63.000000 63.000000 63.000000
64 64.000000 6.000000 64.000000 64.000000 64.000000 64.000000
65 65.000000 6.022368 65.000000 65.000000 65.000000 65.000000
66 66.000000 6.044394 66.000000 66.000000 66.000000 66.000000
67 67.000000 6.066089 67.000000 67.000000 67.000000 67.000000
68 68.000000 6.087463 68.000000 68.000000 68.000000 68.000000
69 69.000000 6.108524 69.000000 69.000000 69.000000 69.000000
70 70.000000 6.129283 70.000000 70.000000 70.000000 70.000000
71 71.000000 6.149747 71.000000 71.000000 71.000000 71.000000
72 72.000000 6.169925 72.000000 72.000000 72.000000 72.000000
73 73.000000 6.189825 73.000000 73.000000 73.000000 73.000000
74 74.000000 6.209453 74.000000 74.000000 74.000000 74.000000
75 75.000000 6.228819 75.000000 75.000000 75.000000 75.000000
76 76.000000 6.247928 76.000000 76.000000 76.000000 76.000000
77 77.000000 6.266787 77.000000 77.000000 77.000000 77.000000
78 78.000000 6.285402 78.000000 78.000000 78.000000 78.000000
79 79.000000 6.303781 79.000000 79.000000 79.000000 79.000000
80 80.000000 6.321928 80.000000 80.000000 80.000000 80.000000
81 81.000000 6.339850 81.000000 81.000000 81.000000 81.000000
82 82.000000 6.357552 82.000000 82.000000 82.000000 82.000000
83 83.000000 6.375039 83.000000 83.000000 83.000000 83.000000
84 84.000000 6.392317 84.000000 84.000000 84.000000 84.000000
85 85.000000 6.409391 85.000000 85.000000 85.000000 85.000000
86 86.000000 6.426265 86.000000 86.000000 86.000000 86.000000
87 87.000000 6.442943 87.000000 87.000000 87.000000 87.000000
88 88.000000 6.459432 88.000000 88.000000 88.000000 88.000000
89 89.000000 6.475733 89.000000 89.000000 89.000000 89.000000
90 90.000000 6.491853 90.000000 90.000000 90.000000 90.000000
91 91.000000 6.507795 91.000000 91.000000 91.000000 91.000000
92 92.000000 6.523562 92.000000 92.000000 92.000000 92.000000
93 93.000000 6.539159 93.000000 93.000000 93.000000 93.000000
94 94.000000 6.554589 94.000000 94.000000 94.000000 94.000000
95 95.000000 6.569856 95.000000 95.000000 95.000000 95.000000
96 96.000000 6.584963 96.000000 96.000000 96.000000 96.000000
97 97.000000 6.599913 97.000000 97.000000 97.000000 97.000000
98 98.000000 6.614710 98.000000 98.000000 98.000000 98.000000
99 99.000000 6.629357 99.000000 99.000000 99.000000 99.000000
100 100.000000 6.643856 100.000000 100.000000 100.000000 100.000000
